38, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private,197747, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
18, Private,156764, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,168387, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, Canada, >50K
42, Self-emp-not-inc,214242, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
25, Private,200408, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,2174,0,40, United-States, <=50K
32, Private,239824, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,217039, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,28, United-States, <=50K
42, Local-gov,175674, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc,194404, Assoc-acdm,12, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private,182521, HS-grad,9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
17, Private,169658, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,21, United-States, <=50K
52, Private,200853, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,6849,0,60, United-States, <=50K
24, Private,247564, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Local-gov,208122, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,1055,0,40, United-States, <=50K
39, Private,207824, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
23, Private,190483, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private,241832, 9th,5, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
34, Private,153614, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
33, Private,205469, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc,165039, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private,154374, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
21, Private,226181, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,175697, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
47, Self-emp-inc,248145, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cuba, <=50K
60, Private,199378, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,160968, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private,188563, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States, >50K
50, Self-emp-inc,195322, Doctorate,16, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Private,158611, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
30, State-gov,169496, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
38, State-gov,143774, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
70, Private,167358, 9th,5, Widowed, Sales, Unmarried, White, Female,1111,0,15, United-States, <=50K
44, Private,219288, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
43, Private,174524, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov,194360, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
42, Private,247019, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
24, Private,172146, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1721,40, United-States, <=50K
33, Private,182556, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc,219420, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
22, Private,240817, HS-grad,9, Never-married, Sales, Own-child, White, Female,2597,0,40, United-States, <=50K
32, Private,226267, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
58, Self-emp-not-inc,204021, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private,161141, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
34, Self-emp-not-inc,190290, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
66, Private,149422, 7th-8th,4, Never-married, Sales, Not-in-family, White, Male,0,0,4, United-States, <=50K
41, Private,195124, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Dominican-Republic, <=50K
26, Private,167350, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,30, United-States, <=50K
24, Private,140027, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,45, United-States, <=50K
25, Private,202480, Assoc-acdm,12, Never-married, Sales, Other-relative, White, Male,0,0,45, United-States, <=50K
35, Private,203628, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
30, Private,189620, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Poland, <=50K
31, Private,243605, Bachelors,13, Widowed, Sales, Unmarried, White, Female,0,1380,40, Cuba, <=50K
21, Private,163870, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private,229148, 12th,8, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Jamaica, <=50K
45, Private,242552, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
60, Private,177665, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
18, Private,208103, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
40, Private,144995, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,4386,0,40, United-States, <=50K
33, Private,194141, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,214399, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private,217460, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Private,182556, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,162140, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, >50K
43, Private,177937, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Cuba, >50K
31, Private,223212, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
55, Private,173093, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private,181655, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2377,45, United-States, <=50K
35, Private,234901, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States, <=50K
56, Private,156052, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,594,0,20, United-States, <=50K
19, Private,192453, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,25, United-States, <=50K
55, Self-emp-not-inc,200939, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States, <=50K
42, Private,151408, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,14084,0,50, United-States, >50K
55, Private,197422, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,40, United-States, >50K
46, State-gov,193047, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
22, Private,223515, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
23, Private,145111, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
46, Federal-gov,167381, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
22, Private,151790, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, Germany, <=50K
32, Private,188557, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,171114, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,38, United-States, <=50K
31, Private,244147, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,55, United-States, <=50K
43, Private,226902, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, State-gov,146908, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
28, Private,196690, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1669,42, United-States, <=50K
40, Private,237601, Bachelors,13, Never-married, Sales, Not-in-family, Other, Female,0,0,55, United-States, >50K
42, Private,169628, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
18, Private,231193, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
59, Private,192130, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
21, Private,149704, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,1055,0,40, United-States, <=50K
18, Private,196061, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,33, United-States, <=50K
23, Private,211046, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,2463,0,40, United-States, <=50K
22, Private,162343, Some-college,10, Never-married, Other-service, Other-relative, Black, Male,0,0,20, United-States, <=50K
43, Private,154538, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private,193830, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private,231043, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,48, United-States, >50K
33, Private,169879, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,47, United-States, >50K
20, Private,138768, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private,191571, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
22, Private,219941, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
56, Private,186556, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
64, Private,169871, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
47, Private,191277, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
48, Private,167159, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private,171871, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,46, United-States, <=50K
29, Private,154411, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private,174355, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,233130, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
24, Self-emp-inc,165474, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private,194259, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,4386,0,40, United-States, >50K
73, Self-emp-not-inc,177387, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,180572, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
17, Private,198124, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private,146813, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private,138192, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc,177407, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
34, Local-gov,166545, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private,142182, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
34, Private,188798, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private,216284, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private,191547, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
28, Self-emp-inc,142712, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
39, Private,176186, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
71, Self-emp-not-inc,143437, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,10605,0,40, United-States, >50K
51, Self-emp-not-inc,160724, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2415,40, China, >50K
41, Private,194636, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
23, Private,153044, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,7, United-States, <=50K
63, Private,149698, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
23, Private,205865, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,28, United-States, <=50K
33, Self-emp-inc,155781, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
29, Private,177119, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,2174,0,45, United-States, <=50K
48, Private,144397, Some-college,10, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
28, Private,164170, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, India, <=50K
37, Private,183800, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
42, Self-emp-not-inc,177307, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
40, Private,170108, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,226508, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
51, Self-emp-not-inc,175897, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
35, Private,152375, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
